# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/scratch/hodgskiss/Cu_Project/featurecounts/GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-o" "./featurecounts/cu_counts.txt" "/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam
gene275	CP007536.1	227740	228618	-	879	654	799	579	1289	944	1231	999	1220	1181	937
gene276	CP007536.1	228615	228782	-	168	38	88	77	115	104	105	107	127	155	120
gene277	CP007536.1	228789	230015	-	1227	176	352	222	362	234	374	443	744	1248	1427
gene278	CP007536.1	230175	231653	-	1479	204	278	199	500	357	477	352	404	356	282
gene279	CP007536.1	231771	232058	+	288	43	56	38	94	88	146	147	213	204	197
gene280	CP007536.1	232129	232494	+	366	205	265	253	437	334	370	287	402	338	264
gene281	CP007536.1	232500	234245	-	1746	97	94	82	189	154	148	139	194	181	117
gene282	CP007536.1	234293	235135	-	843	694	769	565	1677	1255	1075	888	1441	1180	926
gene283	CP007536.1	235148	235507	-	360	247	315	243	704	473	536	379	478	452	308
gene284	CP007536.1	235504	235950	-	447	246	235	205	570	375	461	374	559	465	316
gene285	CP007536.1	235957	237669	-	1713	844	1010	876	2167	1488	2153	1443	2145	1708	1193
gene286	CP007536.1	237847	238149	+	303	15	28	16	49	31	40	35	42	52	26
gene287	CP007536.1	238250	238633	+	384	279	390	318	636	555	194	157	202	173	142
gene288	CP007536.1	238703	239065	+	363	238	253	196	485	398	463	310	337	365	242
gene289	CP007536.1	239086	239367	+	282	93	96	88	184	121	147	140	159	179	107
gene290	CP007536.1	239364	240752	-	1389	180	202	169	359	256	446	356	378	353	238
gene291	CP007536.1	240725	240943	+	219	82	131	81	237	167	100	105	150	158	120
gene292	CP007536.1	240947	241312	+	366	206	189	167	292	255	139	143	191	157	168
gene293	CP007536.1	241360	241791	+	432	79	76	67	151	137	166	128	135	111	90
gene294	CP007536.1	241807	242319	-	513	133	223	140	305	206	105	90	92	103	100
gene295	CP007536.1	242367	242492	+	126	0	1	0	0	0	0	0	0	0	1
gene296	CP007536.1	242551	242658	+	108	0	0	1	2	1	1	3	6	3	0
gene297	CP007536.1	242687	245917	+	3231	238	233	181	441	349	341	353	397	410	302
gene298	CP007536.1	245849	245929	-	81	3	1	0	4	8	4	7	5	4	4
gene299	CP007536.1	246137	246757	+	621	121	157	115	256	190	229	246	260	233	184
gene300	CP007536.1	246754	247080	+	327	45	37	38	89	49	83	71	84	63	49
gene301	CP007536.1	247087	248112	-	1026	421	546	403	922	712	760	546	619	520	392
gene302	CP007536.1	248166	248921	-	756	404	495	351	792	694	469	427	428	385	331
gene303	CP007536.1	249016	249342	-	327	645	820	655	1334	1119	888	703	786	695	540
gene304	CP007536.1	249352	249663	-	312	584	643	472	1263	976	1214	869	965	830	629
gene305	CP007536.1	249862	250080	+	219	26	48	20	57	43	56	40	34	36	32
gene306	CP007536.1	250066	250239	-	174	1	3	4	8	5	8	2	2	8	7
gene307	CP007536.1	250150	250293	+	144	1	4	4	9	4	3	3	2	6	6
gene308	CP007536.1	250340	250798	-	459	82	91	90	196	124	122	107	156	152	97
gene309	CP007536.1	250857	251492	+	636	12	6	6	18	15	27	11	18	17	12
gene310	CP007536.1	251570	251902	+	333	128	176	138	324	224	191	157	198	197	159
gene311	CP007536.1	251868	252341	-	474	326	416	357	672	542	1104	832	938	786	624
gene312	CP007536.1	252392	252517	+	126	1	4	6	3	13	7	11	15	8	4
gene313	CP007536.1	252885	255587	+	2703	606	735	586	1288	861	336	254	372	332	255
gene314	CP007536.1	255846	256991	-	1146	672	737	559	1483	1156	1430	853	875	812	608
gene315	CP007536.1	256988	257797	-	810	461	562	439	1150	822	1008	573	681	594	440
gene316	CP007536.1	257937	258836	+	900	5	4	3	8	4	11	6	2	6	2
gene317	CP007536.1	258887	258978	+	92	0	0	0	0	1	1	0	1	1	1
gene318	CP007536.1	259082	260041	+	960	124	102	93	239	166	334	215	238	223	171
gene319	CP007536.1	260128	260421	+	294	16	23	13	42	26	54	43	41	32	26
gene320	CP007536.1	260410	260739	-	330	8	8	4	13	11	23	18	8	10	19
gene321	CP007536.1	262017	262265	-	249	4	5	8	12	13	5	8	4	12	6
gene322	CP007536.1	262354	262719	+	366	99	125	130	246	173	136	112	133	122	82
gene323	CP007536.1	262890	263060	-	171	66	67	60	95	88	41	35	39	32	21
gene324	CP007536.1	263057	263617	-	561	321	447	315	682	444	238	206	273	263	196
gene325	CP007536.1	263690	264334	-	645	271	300	231	519	368	292	256	287	264	244
gene326	CP007536.1	264408	264995	-	588	651	868	665	1439	1133	1161	754	686	622	412
gene327	CP007536.1	265053	267176	-	2124	2339	3203	2464	5858	4101	3512	3063	4490	3626	2880
gene328	CP007536.1	267216	267902	-	687	81	102	83	166	121	186	137	194	159	126
gene329	CP007536.1	268001	268444	+	444	230	314	218	477	449	185	120	138	121	102
gene330	CP007536.1	268595	269971	+	1377	1995	2475	1923	4429	3628	6079	4358	5368	4616	3373
gene331	CP007536.1	269972	270685	+	714	269	217	206	492	472	898	756	775	674	507
gene332	CP007536.1	270673	271302	-	630	219	292	225	449	349	532	382	406	358	272
gene333	CP007536.1	271348	272415	-	1068	143	184	145	256	208	127	121	155	155	102
gene334	CP007536.1	272497	273681	+	1185	342	475	321	821	623	555	367	386	360	244
gene335	CP007536.1	273716	274030	+	315	133	215	140	352	219	231	205	272	262	167
gene336	CP007536.1	274065	274994	-	930	53	46	38	132	86	87	63	89	90	65
gene337	CP007536.1	275103	276575	+	1473	277	431	321	767	520	1064	746	816	661	491
gene338	CP007536.1	276607	277287	+	681	165	217	130	356	296	250	212	213	221	168
gene339	CP007536.1	277298	277687	-	390	142	173	136	247	245	306	310	298	283	189
gene340	CP007536.1	277724	277861	+	138	89	130	97	284	193	163	143	211	200	96
gene341	CP007536.1	277889	281443	-	3555	1050	1305	1013	2267	1726	2345	1782	2175	1969	1676
gene342	CP007536.1	281538	282641	-	1104	781	928	761	1716	1254	2116	1476	1663	1323	1033
gene343	CP007536.1	282663	283397	-	735	11	16	9	27	24	34	29	40	31	24
gene344	CP007536.1	283381	284508	-	1128	60	63	35	100	67	94	86	102	102	70
gene345	CP007536.1	284518	285660	-	1143	242	326	271	590	463	596	477	530	475	400
gene346	CP007536.1	285696	286334	+	639	133	81	66	217	172	163	145	219	205	158
gene347	CP007536.1	286355	286663	-	309	331	465	336	679	565	489	550	686	668	574
gene348	CP007536.1	286720	286968	-	249	49	40	36	70	70	60	49	45	50	44
gene349	CP007536.1	286993	288624	-	1632	3047	3839	2852	6471	5024	4584	2890	3421	3133	2584
gene350	CP007536.1	288638	289579	+	942	112	152	99	216	196	176	149	206	171	93
gene351	CP007536.1	289576	289938	-	363	26	55	43	74	55	94	81	114	133	61
gene352	CP007536.1	289976	291142	+	1167	231	238	183	506	414	789	442	438	461	333
gene353	CP007536.1	291178	291357	+	180	43	58	45	98	78	92	115	198	156	74
gene354	CP007536.1	291360	291641	+	282	304	394	315	543	487	474	562	703	663	467
gene355	CP007536.1	291685	293880	+	2196	1299	1557	1149	2811	2164	2191	1948	2540	2470	1790
gene356	CP007536.1	293891	294118	+	228	76	77	72	174	130	90	74	147	125	103
gene357	CP007536.1	294125	295060	-	936	667	705	540	1330	1105	1210	816	1067	907	769
gene358	CP007536.1	295083	295382	-	300	11	18	12	31	23	33	31	48	33	16
gene359	CP007536.1	295496	296785	+	1290	2114	2599	1985	4918	3633	4592	2812	3365	2735	2059
gene360	CP007536.1	296866	297195	+	330	81	76	53	189	109	159	133	135	119	98
gene361	CP007536.1	297213	298508	-	1296	534	731	476	1235	876	1631	1181	1365	1223	865
gene362	CP007536.1	298517	299101	-	585	410	537	390	878	692	1100	862	1064	841	674
gene363	CP007536.1	299332	299610	+	279	74	76	67	115	94	25	42	60	56	33
gene364	CP007536.1	299678	300670	+	993	168	250	174	394	342	364	262	345	302	213
gene365	CP007536.1	300687	302393	+	1707	753	960	652	1563	1213	1270	913	936	836	687
gene366	CP007536.1	302430	303458	+	1029	514	549	465	1055	881	1063	703	831	687	480
gene367	CP007536.1	303436	304566	-	1131	104	96	89	234	173	143	126	146	139	108
gene368	CP007536.1	304600	305808	-	1209	431	629	474	1012	757	750	647	847	719	535
gene369	CP007536.1	305914	306525	+	612	189	223	194	362	274	425	299	367	321	282
gene370	CP007536.1	306557	307075	-	519	1258	1477	1146	2596	2027	2300	2259	2615	2665	1945
gene371	CP007536.1	307134	307760	+	627	128	185	149	333	258	287	232	303	280	192
gene372	CP007536.1	307760	307945	+	186	39	20	27	60	50	26	24	35	38	25
gene373	CP007536.1	307978	308349	+	372	114	134	106	247	209	215	203	245	228	163
gene374	CP007536.1	308401	308550	+	150	69	77	66	178	133	101	107	180	162	95
gene375	CP007536.1	308785	309036	+	252	311	709	468	849	603	109	149	185	139	109
gene376	CP007536.1	309167	309295	+	129	246	287	257	446	315	56	32	51	50	34
gene377	CP007536.1	309366	309722	+	357	82	75	86	178	132	50	57	65	55	35
gene378	CP007536.1	310155	310373	+	219	101	128	94	200	153	87	80	86	97	70
gene379	CP007536.1	310370	310783	-	414	271	361	219	594	389	402	377	385	389	281
gene380	CP007536.1	311195	311353	+	159	2	11	14	15	24	8	7	9	10	6
gene381	CP007536.1	312008	312454	-	447	89	109	79	195	135	84	72	90	82	64
gene382	CP007536.1	313316	313391	-	76	4	3	2	1	4	3	1	3	1	4
gene383	CP007536.1	313580	314887	+	1308	181	237	184	414	286	207	178	206	187	144
gene384	CP007536.1	314932	316053	+	1122	657	959	727	1584	1238	1242	896	993	895	666
gene385	CP007536.1	316050	316454	-	405	168	266	226	343	416	306	281	369	285	172
gene386	CP007536.1	316546	316806	-	261	2728	3302	2604	5257	5337	16536	16265	15342	14214	8477
gene387	CP007536.1	316839	317678	-	840	380	493	361	797	566	617	500	753	694	562
gene388	CP007536.1	317715	317897	-	183	152	261	209	403	311	334	330	399	396	278
gene389	CP007536.1	317788	317985	-	198	0	0	0	0	0	0	0	0	1	0
gene390	CP007536.1	317966	318376	-	411	11	8	13	30	16	18	17	20	22	10
gene391	CP007536.1	318643	319497	+	855	847	1319	903	1827	1450	1220	942	1312	1082	815
gene392	CP007536.1	319494	320363	-	870	207	237	175	477	353	524	410	478	399	317
gene393	CP007536.1	320366	320554	-	189	150	215	144	354	247	272	202	314	276	193
gene394	CP007536.1	320560	321180	-	621	570	824	642	1283	908	1100	933	1196	1133	878
gene395	CP007536.1	321322	322440	+	1119	1055	1412	1053	2067	1683	1436	1121	1634	1486	1076
gene396	CP007536.1	322472	322966	+	495	373	363	289	619	491	586	546	544	583	421
gene397	CP007536.1	323046	323189	-	144	101	125	121	287	175	176	188	269	284	195
gene398	CP007536.1	323226	323459	-	234	96	145	113	281	186	173	177	269	249	173
gene399	CP007536.1	323557	325038	+	1482	112	143	101	222	177	153	111	154	135	97
gene400	CP007536.1	325111	326058	+	948	117	165	131	253	176	167	183	203	200	162
gene401	CP007536.1	326059	326544	-	486	238	333	261	532	410	616	460	519	456	325
gene402	CP007536.1	326568	326813	+	246	5	3	5	5	5	5	10	0	2	6
gene403	CP007536.1	326828	327121	+	294	3	13	10	27	15	12	12	14	13	7
gene404	CP007536.1	327179	327286	+	108	0	1	1	1	0	1	0	1	0	1
gene405	CP007536.1	327288	327971	+	684	14	25	25	38	49	24	26	36	26	20
gene406	CP007536.1	328065	328214	-	150	4	7	8	6	4	7	7	6	4	2
gene407	CP007536.1	328211	328822	-	612	5	13	7	15	20	16	11	12	11	15
gene408	CP007536.1	328928	329269	+	342	4	1	3	10	7	5	6	9	7	8
gene409	CP007536.1	329603	330109	+	507	29	46	40	54	27	22	12	29	25	22
gene410	CP007536.1	330113	330949	+	837	99	158	80	220	134	99	45	74	83	64
gene411	CP007536.1	331089	331433	-	345	24	25	30	61	36	19	19	24	19	17
gene412	CP007536.1	331495	331932	-	438	89	113	105	144	153	45	18	29	18	15
gene413	CP007536.1	332035	332472	+	438	161	233	164	249	233	45	37	42	39	33
gene414	CP007536.1	332625	332855	-	231	16	14	11	33	13	9	4	3	6	1
gene415	CP007536.1	333285	333746	+	462	21	36	38	61	35	29	20	33	24	22
gene416	CP007536.1	333756	334142	-	387	111	109	78	182	159	129	104	90	81	90
gene417	CP007536.1	334229	334837	-	609	186	251	202	343	277	225	180	208	183	166
gene418	CP007536.1	334882	335337	-	456	12	14	14	14	20	20	13	19	18	12
gene419	CP007536.1	335334	335921	-	588	10	11	10	25	14	22	11	16	20	19
gene420	CP007536.1	335961	336485	+	525	11	9	11	20	12	14	15	23	12	21
gene421	CP007536.1	336592	336909	+	318	8	9	5	16	9	13	6	5	11	6
gene422	CP007536.1	336906	338243	+	1338	23	33	14	50	36	21	23	20	13	16
gene423	CP007536.1	338294	338446	-	153	2	0	6	1	1	1	2	3	1	1
gene424	CP007536.1	338445	338618	+	174	0	0	0	1	1	0	0	2	2	1
gene425	CP007536.1	338625	339428	+	804	26	25	25	37	35	19	13	26	20	21
gene426	CP007536.1	339421	340482	-	1062	55	91	74	134	75	50	39	43	42	33
gene427	CP007536.1	340588	340752	+	165	2	2	0	5	1	5	5	5	0	1
gene428	CP007536.1	340857	341072	-	216	9	6	2	22	4	10	10	10	1	4
gene429	CP007536.1	341078	341314	-	237	11	6	13	11	15	15	13	13	10	7
gene430	CP007536.1	341311	342108	-	798	33	45	37	49	58	77	77	125	109	86
gene431	CP007536.1	342333	342833	+	501	27	36	39	58	54	33	33	51	44	32
gene432	CP007536.1	342918	343484	+	567	12	19	14	33	23	26	27	35	37	19
gene433	CP007536.1	343706	343906	+	201	20	29	16	39	29	31	21	30	28	17
gene434	CP007536.1	344058	344552	+	495	18	17	25	51	40	23	17	31	29	17
gene435	CP007536.1	344730	345311	+	582	10	13	9	30	16	19	12	14	18	15
gene436	CP007536.1	345262	345963	+	702	24	41	26	47	35	35	25	24	19	18
gene437	CP007536.1	345981	346502	+	522	23	14	16	33	17	20	21	17	13	13
gene438	CP007536.1	346504	347031	+	528	11	9	12	34	18	14	13	12	10	10
gene439	CP007536.1	347154	347615	+	462	12	16	10	27	14	17	8	21	20	15
gene440	CP007536.1	347981	348412	-	432	214	319	213	487	349	160	202	300	278	239
gene441	CP007536.1	348475	349317	-	843	50	60	53	147	96	205	163	162	122	96
gene442	CP007536.1	349357	349551	+	195	63	78	54	111	80	91	83	87	87	69
gene443	CP007536.1	349559	350149	+	591	220	301	230	466	359	374	244	288	279	256
gene444	CP007536.1	350190	350468	+	279	48	66	51	102	85	103	84	102	103	55
gene445	CP007536.1	350522	350920	+	399	103	145	99	208	155	171	142	187	152	128
gene446	CP007536.1	350917	351399	+	483	116	171	113	218	177	190	155	275	249	157
gene447	CP007536.1	351388	351717	-	330	80	103	103	158	140	141	168	240	228	187
gene448	CP007536.1	351827	352837	+	1011	1466	2099	1442	3204	2360	1934	1454	1953	1796	1508
gene449	CP007536.1	353122	354300	-	1179	1163	1723	1363	2495	2232	2281	2152	2149	2005	1192
gene450	CP007536.1	354333	354986	-	654	25	34	17	52	42	63	43	78	55	42
gene451	CP007536.1	355082	355333	+	252	235	361	255	597	426	970	750	893	913	622
gene452	CP007536.1	355346	356488	+	1143	1432	1747	1317	2708	2205	3566	2803	3513	3105	2266
gene453	CP007536.1	356528	357325	+	798	196	169	129	323	228	309	311	408	360	273
gene454	CP007536.1	357406	358509	+	1104	131	120	101	258	190	315	268	292	337	255
gene455	CP007536.1	358491	358934	-	444	76	90	60	153	97	124	105	124	116	90
gene456	CP007536.1	358981	360441	-	1461	137	162	123	258	208	178	170	214	166	134
gene457	CP007536.1	360551	361621	+	1071	135	205	142	333	253	198	169	244	201	150
gene458	CP007536.1	361657	363102	+	1446	190	293	196	508	432	790	564	646	523	356
gene459	CP007536.1	363087	364481	-	1395	191	195	158	318	277	277	239	276	260	197
gene460	CP007536.1	364513	365376	-	864	73	87	57	149	111	53	40	74	56	35
gene461	CP007536.1	365501	366037	+	537	50	62	42	108	90	184	130	214	171	130
gene462	CP007536.1	366116	366925	+	810	1117	1447	1003	2586	2030	2038	1328	1375	1273	1065
gene463	CP007536.1	366934	367113	+	180	94	139	109	241	185	169	143	158	151	100
gene464	CP007536.1	367170	368171	+	1002	352	442	349	777	562	777	550	610	535	432
gene465	CP007536.1	368200	368676	+	477	140	165	130	244	232	557	416	422	390	265
gene466	CP007536.1	368677	368898	-	222	84	111	60	191	150	239	206	209	189	119
gene467	CP007536.1	368940	369821	-	882	275	337	212	553	380	588	456	534	486	360
gene468	CP007536.1	369842	370252	-	411	203	193	181	408	351	423	324	351	372	284
gene469	CP007536.1	370255	370425	-	171	21	40	27	96	68	58	52	94	84	44
gene470	CP007536.1	371001	371498	+	498	105	89	92	190	130	75	89	123	104	76
gene471	CP007536.1	371898	372524	+	627	75	89	65	137	134	167	145	181	130	93
gene472	CP007536.1	372555	373745	+	1191	155	197	164	388	290	539	336	432	359	278
gene473	CP007536.1	373698	374729	-	1032	153	183	132	292	274	314	251	309	267	198
gene474	CP007536.1	374814	375062	-	249	4169	6562	4751	7700	7488	7687	8470	10645	10400	8795
gene475	CP007536.1	375213	375584	-	372	8311	12106	9008	17024	14117	10925	10731	14566	13242	11774
gene476	CP007536.1	375514	375870	+	357	1	0	0	0	1	0	0	0	0	0
gene477	CP007536.1	375728	376177	+	450	564	738	522	1149	850	1225	953	1294	1128	1017
gene478	CP007536.1	376185	377627	+	1443	458	507	399	995	688	731	557	733	701	517
gene479	CP007536.1	377599	377886	+	288	19	31	21	66	45	63	41	56	61	33
gene480	CP007536.1	377879	379159	+	1281	524	629	465	1092	858	1139	812	793	728	614
gene481	CP007536.1	379203	379907	+	705	1877	2365	1707	4138	3177	4732	3726	4561	3904	3084
gene482	CP007536.1	379947	380396	+	450	145	158	94	276	194	274	226	289	265	187
gene483	CP007536.1	380546	380938	+	393	50	57	45	102	77	103	55	88	70	69
gene484	CP007536.1	380932	381222	+	291	23	19	23	44	36	51	38	43	57	34
gene485	CP007536.1	381386	381964	-	579	34	36	27	65	52	46	33	41	38	35
gene486	CP007536.1	382297	383250	+	954	89	92	71	155	119	100	95	114	108	96
gene487	CP007536.1	383349	384395	+	1047	304	435	296	660	513	481	375	599	479	384
gene488	CP007536.1	384392	385252	-	861	39	41	31	94	53	56	35	45	41	40
gene489	CP007536.1	385362	386015	+	654	437	633	446	1138	716	941	637	846	695	556
gene490	CP007536.1	386028	386591	+	564	349	459	310	735	586	675	436	560	434	387
gene491	CP007536.1	386588	387268	-	681	801	1204	789	1833	1290	1026	727	1032	913	838
gene492	CP007536.1	387375	387593	+	219	105	100	103	208	146	204	185	132	164	117
gene493	CP007536.1	387606	388040	-	435	211	273	224	526	392	474	440	446	408	277
gene494	CP007536.1	388074	388295	-	222	0	1	0	1	2	0	2	3	1	1
gene495	CP007536.1	388307	388741	+	435	26	34	28	59	37	17	10	12	16	9
gene496	CP007536.1	388952	389140	+	189	60	100	81	161	135	75	72	116	92	68
gene497	CP007536.1	389321	389608	-	288	17	7	7	17	7	8	9	11	18	8
gene498	CP007536.1	389683	391362	+	1680	1718	2686	1773	3531	2982	2339	2484	3727	3295	2408
gene499	CP007536.1	391417	392805	+	1389	385	447	349	748	588	664	589	818	709	549
gene500	CP007536.1	393049	394401	-	1353	954	1325	983	2313	1592	1640	1198	1304	1094	855
gene501	CP007536.1	394432	394695	-	264	65	109	93	184	149	167	126	184	165	121
gene502	CP007536.1	394762	395223	-	462	18	38	21	52	45	26	13	36	26	15
gene503	CP007536.1	395392	396042	+	651	1049	1286	1121	2347	1948	2996	2451	2996	2946	2782
gene504	CP007536.1	396073	396405	-	333	20	11	11	37	29	30	22	22	35	33
gene505	CP007536.1	396468	397634	-	1167	81	108	97	208	147	138	108	133	126	96
gene506	CP007536.1	397615	398592	-	978	807	1070	695	1635	1365	2108	1250	1339	1116	800
gene507	CP007536.1	398773	399279	-	507	56	65	41	101	88	103	87	78	91	53
gene508	CP007536.1	399626	400228	+	603	33	40	24	54	41	46	35	73	60	40
gene509	CP007536.1	400230	401600	-	1371	222	322	232	440	338	509	355	441	380	272
gene510	CP007536.1	401626	402324	+	699	62	71	69	147	96	89	78	94	81	74
gene511	CP007536.1	402321	402905	-	585	45	69	56	86	84	81	73	99	91	73
gene512	CP007536.1	402920	403342	+	423	668	979	708	1441	1228	753	702	845	733	527
gene513	CP007536.1	403470	404195	+	726	256	325	245	509	384	400	402	464	407	327
gene514	CP007536.1	404192	405166	+	975	118	120	106	222	206	221	185	200	189	116
gene515	CP007536.1	405168	406265	+	1098	379	505	403	733	630	647	314	376	336	239
gene516	CP007536.1	406300	406605	+	306	34	41	34	61	46	40	21	32	26	19
gene517	CP007536.1	406644	407006	+	363	110	144	87	197	149	173	151	189	154	140
gene518	CP007536.1	407034	407489	-	456	112	113	85	232	156	307	357	325	321	165
gene519	CP007536.1	407562	407671	-	110	7	4	6	17	11	24	14	19	29	12
gene520	CP007536.1	407760	408323	-	564	1136	1107	833	2331	1724	4157	3266	3266	3031	2430
gene521	CP007536.1	408307	408699	-	393	837	920	745	1868	1297	2610	2212	2258	1930	1662
gene522	CP007536.1	408711	408890	-	180	219	233	161	476	288	610	491	538	495	414
gene523	CP007536.1	408896	409405	-	510	706	858	592	1563	1089	1874	1632	1916	1624	1129
gene524	CP007536.1	409423	410136	-	714	1158	1332	909	2771	1770	2995	2481	2925	2546	1857
gene525	CP007536.1	410136	410585	-	450	672	797	553	1599	1009	1834	1415	1517	1393	1003
gene526	CP007536.1	410602	411042	-	441	614	767	557	1486	984	1544	1280	1561	1355	984
gene527	CP007536.1	411026	411367	-	342	448	558	409	985	678	1148	930	1055	956	759
gene528	CP007536.1	411383	411700	-	318	210	236	188	481	366	459	414	514	454	350
gene529	CP007536.1	411651	411860	-	210	182	218	149	392	293	367	326	388	349	289
gene530	CP007536.1	411847	412545	-	699	1070	1333	925	2344	1713	1927	1837	2294	1955	1414
gene531	CP007536.1	412542	413021	-	480	779	933	673	1626	1312	1442	1226	1599	1262	989
gene532	CP007536.1	413021	413428	-	408	580	766	531	1450	1057	1323	1182	1579	1295	937
gene533	CP007536.1	413496	413828	-	333	468	549	399	1114	835	1030	930	1188	1082	764
gene534	CP007536.1	413830	414651	-	822	1177	1407	1031	2482	1907	2265	1985	2659	2308	1730
gene535	CP007536.1	414641	415639	-	999	1245	1716	1256	2691	1999	2815	2497	3388	2747	2036
gene536	CP007536.1	415692	416531	-	840	216	275	202	433	341	327	263	321	301	256
gene537	CP007536.1	416545	417204	-	660	541	577	475	1065	784	798	744	930	899	754
gene538	CP007536.1	417253	417990	-	738	1824	2630	1902	4048	2819	2728	2541	3558	3042	2494
gene539	CP007536.1	418141	418359	-	219	171	256	165	332	309	210	217	203	210	184
gene540	CP007536.1	418465	418881	+	417	39	61	51	111	70	85	76	86	70	61
gene541	CP007536.1	419230	419775	-	546	16	24	24	30	25	44	36	66	55	38
gene542	CP007536.1	420047	420886	-	840	214	272	206	406	353	379	267	255	228	154
gene543	CP007536.1	421080	422162	+	1083	291	364	273	629	505	1050	731	774	629	410
gene544	CP007536.1	422168	422686	+	519	136	197	123	301	258	401	264	273	257	183
gene545	CP007536.1	422748	423035	+	288	336	546	370	844	626	403	376	572	501	402
gene546	CP007536.1	423051	423440	+	390	482	702	526	962	824	439	438	624	511	507
gene547	CP007536.1	423510	425306	+	1797	760	1021	736	1714	1272	1538	1373	1873	1595	1253
gene548	CP007536.1	425340	426116	-	777	131	134	99	211	178	259	213	321	295	211
gene549	CP007536.1	426165	426617	-	453	152	186	131	218	229	397	366	457	441	312
gene550	CP007536.1	426709	427722	+	1014	376	502	322	832	623	1067	727	936	738	598
gene551	CP007536.1	427848	428003	+	156	30	45	43	83	72	155	133	149	113	50
gene552	CP007536.1	428008	428727	-	720	94	79	72	210	179	604	404	340	309	233
gene553	CP007536.1	428895	429320	+	426	127	187	135	339	206	188	156	179	163	117
gene554	CP007536.1	429441	430121	+	681	140	96	86	307	178	295	186	212	213	168
gene555	CP007536.1	430134	430736	-	603	1054	1394	1030	2345	1734	2108	1731	2256	1974	1560
gene556	CP007536.1	430792	432489	-	1698	2041	2841	2101	4193	3019	2761	2355	3239	3006	2594
gene557	CP007536.1	432621	433019	-	399	82	105	78	224	141	343	306	378	323	235
gene558	CP007536.1	433035	433211	-	177	12	9	3	18	17	27	25	21	7	18
gene559	CP007536.1	433383	434666	-	1284	1537	1941	1362	3440	2534	2473	1790	2197	1946	1475
gene560	CP007536.1	434764	435318	+	555	232	359	261	571	381	281	226	271	281	179
gene561	CP007536.1	435331	435495	-	165	40	50	37	92	77	46	48	67	35	26
gene562	CP007536.1	435566	436396	-	831	47	70	65	120	74	121	71	89	69	88
gene563	CP007536.1	436568	437086	+	519	123	127	93	212	199	175	133	190	172	97
gene564	CP007536.1	437281	438420	-	1140	774	1128	785	1732	1223	1053	837	1125	1044	773
gene565	CP007536.1	438548	439156	+	609	336	370	289	822	571	669	503	554	485	343
gene566	CP007536.1	439158	440243	+	1086	331	352	263	733	617	621	438	545	488	333
gene567	CP007536.1	440254	441273	-	1020	1300	1620	1168	2717	2108	1866	1751	1850	1793	1599
gene568	CP007536.1	441432	441656	-	225	353	561	403	667	498	840	893	1219	1262	1209
gene569	CP007536.1	442216	443061	+	846	643	950	656	1452	1021	981	822	1092	894	666
gene570	CP007536.1	443113	443685	+	573	61	64	58	97	65	53	55	67	56	48
gene571	CP007536.1	443745	444071	+	327	28	35	25	59	41	73	61	65	55	60
gene572	CP007536.1	444058	444894	-	837	170	161	136	311	252	310	235	319	307	212
gene573	CP007536.1	444878	446128	-	1251	938	1240	929	2140	1611	2167	1711	2133	1894	1466
gene574	CP007536.1	446142	446945	-	804	171	199	139	356	296	518	352	407	370	272
gene575	CP007536.1	446911	448182	+	1272	306	370	308	626	504	547	388	479	410	274
